text_customer,text_apple
@AppleSupport My iPhone screen glass is completely cracked. Still the touch screen works. Can I change the glass alone or the display too?,@123192 We're glad to look into all options with you to have your iPhone serviced. Please DM us to proceed. https://t.co/GDrqU22YpT
@AppleSupport 11.1,@123193 Have you tried updating your apps to the latest version? Does that help? When are they unresponsive? Please send us a DM. https://t.co/GDrqU22YpT
@AppleSupport ios11 made my 7plus so laggy &amp; it freezes on apps 24/7. Please fix this,"@123193 We can help with that and want your iPhone working as expected. To clarify, which version of iOS 11 do you have installed?"
"@AppleSupport It looks like spam, but it bypassed my spam filter. cc: @123196 https://t.co/BORlKFTmWz","@123195 Sure is phishing. Learn more about phishing and suspicious emails, as well as how to report them here: https://t.co/LNMCdqt6fD"
@AppleSupport Battery dies fast as hell now. Phone always is freezing up and I end up having to wait like 15 minutes for it to get unfreeze,@123363 Got it. Which iPhone and iOS version are you using under Settings &gt; General &gt; About?
@AppleSupport 7 Plus and 11.0.3,@123363 Install our newest iOS 11.1 update to help: https://t.co/80YRnjDFDk Let us know if this helps improve these issues.
Why did my phone turn to shit after all these recent updates? 🤔@AppleSupport,"@123363 We want your iPhone running great, too. What obstacles are you facing that we can help with today?"
"@118935 @115858 @AppleSupport @118936 Eu tbm, ja redefini varias vezes a senha e nada, mas ai o suporte me mandou um link e eu marquei hj para alguém da apple me ligar e ajudar.","@118837  Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
@AppleSupport I updated to iOS 11.1 and the phone get really warm and the battery dropped by 10% in 10 minuets when I watched videos in YouTube. iPhone 7+,@123366 That should not be happening. Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT
@AppleSupport the weird symbol thing when I️ type happens to me,@123369 You've come to the right place for help. What type of device are you using? Let us know via DM. https://t.co/GDrqU22YpT
@AppleSupport The newer version and the 7 plus,"@123371 Thank you. Are all of your apps up to date? Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT"
@AppleSupport Why am I loosing songs I’ve downloaded on Apple Music. It won’t let me download them again either. Greyed our on playlists too,@123374 Thanks for getting in touch. We'd like to assist. DM us and we'll go from there. https://t.co/GDrqU22YpT
#iOS11.1 is taking iPhones into consistent boot loops !! It remains for a couple of hours boot looping over and over then it gets back on again. This happened since the betas. I thought it's a bug but even now with the official 11.1 it happened. @AppleSupport @115858 https://t.co/Q5vk9E0I0W,@123375 Let's get this resolved. Are you still experiencing this issue? Reply in DM to get started. https://t.co/GDrqU22YpT
"@AppleSupport (Saurabh at Singapore, kindly get in touch with your team to brief what you said, they are coming up with new stories #macbook",@123376 We'd like to hear more about this complaint. DM us with more details at the link below please. https://t.co/GDrqU22YpT
@115858 @AppleSupport Congrats. IOS 11.1 is making my iPhone 6 even more glitchy and prone to freezing than it was before. #WTF,@123377 We'd like to look into this with you. Please click here to connect with us in DM. We'll continue there. https://t.co/GDrqU22YpT
@AppleSupport The latest one.,@123380 We want to look into this further with you. Can you send us a DM and let us know the device model you're using? https://t.co/GDrqU22YpT
@AppleSupport Please fix your Siri on iOS 11 cuts out mid sentence it’s very annoying and it eats the battery like there’s no tomorrow!!!!,@123380 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
@AppleSupport My watch seemed to auto dial the sos line whilst I was cycling this morning.,@123381 Check out the following article for more info on SOS dialing with the side button of your watch: https://t.co/d6QamJ5JyS
@AppleSupport Thanks!,@123381 You're very welcome and please enjoy the rest of your day!
@AppleSupport iphone 8 plus. the latest update. this has been happening on several other phones i️ use. i️ believe this is a software issue,"@123382 Thanks for that information. DM us the exact iOS version your iPhone is running, and we'll continue from there. https://t.co/GDrqU22YpT"
@123382 @AppleSupport My phone is experiencing the same thing and I️ have the 7 with the latest update...,@123383 We'd like to look into this with you. DM us and we'll go from there. https://t.co/GDrqU22YpT
"- what is up with the letter “eye” button @AppleSupport?! for like a 4 days now, the letter “eye” has been turning into this i️ 😐","@123382 We'd like to look into this. To start, which device are you experiencing this on, and which software version is it running?"
@AppleSupport iOS 11.1,@123384 Let's help get this sorted. Please reach out to us via DM and we can go from there together. https://t.co/GDrqU22YpT
@AppleSupport iPhone 6s iOS 11,"@123387 We’d love to help further. To start, please send us a DM. https://t.co/GDrqU22YpT"
"Anyone else? @AppleSupport 
What’s going on here? https://t.co/FZeaqXgHqn","@123387 We'd like to help. What device are you using, and which OS version does it have installed?"
@AppleSupport @123388 I hate it !! The entire format changed! When I receive a call I have to say hello 2x no one hears me the first time battery dies quick 😡,@123389 We want to help! Please join us in DM to get started troubleshooting. https://t.co/GDrqU22YpT
@AppleSupport  https://t.co/2vVFr3ZYiK,@123391 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT
@AppleSupport is there some@serious problem in latest iOS upgrade. Many applications are getting disconnected if phine is locked #whtsapp,@123392 Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT
@AppleSupport @115948 Please @AppleSupport I just paused my music to come on to twitter to tell you (still didn’t close the music app). And it forgot my place I only had it paused for about 10 min max... and when I pushed the play button on my headphones it started playing a completely random song.,"@123469 If you're running into issues with Apple Music playback, we'd like to help you out. Please tell us what type of device you use. Also, please let us know what version of the iOS / macOS software you currently have installed. https://t.co/GDrqU22YpT"
"@AppleSupport Basically for a chat to be opened from call log, the message app should be opened/running in background. Otherwise, it takes twice.",@123491 We'd like to take a closer look at what's happening. Send us a DM and we'll meet up with you there. https://t.co/GDrqU22YpT
@115858 @AppleSupport @1542 So one has to go back to call log. Click that message icon again and then a chat for that particular number opens up.,@123491 Thanks for bringing this to our attention. Can you tell us which iOS version this is occurring on please?
@AppleSupport 12.7.1.14,@123492 Great. Thanks for grabbing that for us. Let's move our conversation into DM so we can try a few steps to help out. https://t.co/GDrqU22YpT
@applesupport The latest version of iTunes for Windows keeps asking for my password and sometimes gets stuck in a loop.,@123492 We'd like to help. Please confirm the iTunes version number you have installed now to get started.
"After iPhone update, my battery dies quicker than it charges when using my sleep/alarm app. On 1% when my alarm woke me 😮😡 @AppleSupport",@123493 Send us a DM and let us know what version of iOS 11 you're running. We'll go from there. https://t.co/GDrqU22YpT
"@AppleSupport I managed to get LTE last night, spent some time until the connection was fast. Thought the issue solved by itself, but it happened again.",@123494 Got it. Let's go ahead and meet in DM and we'll continue this from there. https://t.co/GDrqU22YpT
@2154 @AppleSupport,"@123494 We've got your back. Have you recently seen a prompt for a carrier settings update? If not, lets check: https://t.co/PZZtxS6sbQ"
@AppleSupport iMessage stopped working and won’t activate anymore—is that a problem on your side?,"@123495 We're not showing any issues on our end: https://t.co/7NVrDovSd8

Has it been over 24 hours since you tried activating?"
"@AppleSupport I don’t think so—it did work this morning, has been deactivated for whatever reason, and now it won’t activate… 🤔",@123495 Thank you for providing us with that information. Let's look further into this issue. Please DM us the device you are using. https://t.co/GDrqU22YpT
@123495 @AppleSupport Nachrichten werden bei mir auch nicht mehr zugestellt,@123496 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport How can i solve this problem? https://t.co/GGrwhAf4yr,@123497 Let's have a look at this. Please DM us here: https://t.co/GDrqU22YpT
iMessage-Aktivierung schlägt mal wieder fehl… @1652 @AppleSupport,@123495 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport Is there any possibility to combine two Apple-IDs?,@123498 Let's look into your options together. Let us know in DM a bit more about what you're wanting to do. https://t.co/GDrqU22YpT
"Oh great, iMessage not working after the latest iOS update. 😐 @AppleSupport",@123499 Thanks for reaching out. DM the specific issue you are seeing with Messages to get started. https://t.co/GDrqU22YpT
Hi @AppleSupport ! #TimeMachine still not working with #HighSierra update,@123500 Let's work together in DM to investigate what's going on with your Time Machine. https://t.co/GDrqU22YpT
@115858 @AppleSupport @1456 his new ios 11.0  I have to restart my phone at least four times a day because it is blocked by everything,@123501 We want to help get your iPhone working properly. Which exact iOS version and iPhone are you using?
Hmm… @AppleSupport doubt Ill be able to close the Move ring 25770 times in november. https://t.co/Fj0ghd2UnW,@123502 We'd like to know more about what you're seeing. DM us with what type of Apple Watch you're using. https://t.co/GDrqU22YpT
"When searching fot ""GOT"" Apple TV app shows Cmore but not @1561 Nordic, even tho I only have HBO installed. @AppleSupport",@123503 Let's get you in touch with our Apple TV experts so they can assist further. Reach out here: https://t.co/IBIY3vMgPj
@AppleSupport @115858 After iOS11 the battery is draining very fast. Request you to look into it.,@123504 We'd like to help. Could you Direct Message us and tell us what iOS version you're on currently? https://t.co/GDrqU22YpT
"@AppleSupport Is there a way to merge two AppleID’s, so I can use all bought items in one ID and delete the other?",@123505 Great question! Our account security team is best suited to help you. You can reach them directly here:  https://t.co/UJm15vmMM2
@AppleSupport Thanks for your response it’s happened a few times now since the new iOS update - I have now unplugged,"@123506 If this issue reappears, we'd like you to notice how you're charging and if the behavior changes if you switch cables."
@AppleSupport Will do thanks 👍,@123506 You're welcome. Have a great rest of your day.
@AppleSupport charging my phone but it’s reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,@123506 We'd like to help you with this. Are you using the charging cable that came with your iPhone? Have you tried another cable?
@AppleSupport This will stay at this time throughout the whole song so I have no idea how long is left https://t.co/GO0UL7STCz,@123508 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
@AppleSupport is there a way I can uninstall iOS 11 and go back to 10?,@123508 Keeping your software up to date is one of the most important things you can do to maintain your Apple product's security.
@115858 Now my rear camera is not working… and my phone needs to cool down apparently even tho it feels kool to me… 😠 @115858 @AppleSupport,@123509 Hi. We're here for you. DM us and tell us the exact version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT
@AppleSupport It's 10.3.3. Although I'm convinced it's a screen issue rather than a software one.,@123511 Send us a DM and let us know your country. We'll take a closer look together. https://t.co/GDrqU22YpT
My 6 month old IPhone 6 touch screen is unresponsive. @AppleSupport please help!,@123511 We're happy to help. What version of iOS are you currently running? Find that in Settings &gt; General &gt; About.
@AppleSupport The latest update from yesterday,@123512 DM us using the link below. We'll look into things from there. https://t.co/GDrqU22YpT
@AppleSupport why on my Apple Watch series 3 when I start the activity tracker on stair stepper it shows 0 total and active calories?,@123512 Happy to help you with this. Can you tell us which iOS and watchOS version you are currently using please?
Alguém sentiu um consumo maior com o novo IOS ou a @AppleSupport está de sacanagem comigo???,"@123513 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
@AppleSupport Thanks for getting back to me. 38mm Watch S2 and iPhone SE both have the latest updates.,"@123514 Got it. Send us a DM with the country you're currently located in, and we'll continue from there. https://t.co/GDrqU22YpT"
@AppleSupport I am using Iphone 7 and iOS 11.1,"@123515 DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT"
"@AppleSupport I thought this update would fix the problem with appstore/itunes payments. I cant open some apps , i cant update any and i cant download any",@123515 We'd be happy to look into what's going on. Which device and iOS version are you using?
"Thanks @AppleSupport, for following up on the camera issue. It is highly appreciated. Hope you will continue to support in the same way.",@123516 Our pleasure! Let us know if you have further questions &amp; we'll be glad to help.
@AppleSupport Hi Apple Support. Have updated to the latest iOS but no luck with battery :(,@123517 DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT
@AppleSupport Thank you! I’m on 11.0.1,"@123517 You're very welcome. The first step to resolving this issue, would be to update the iOS 11.1. https://t.co/80YRnjDFDk"
@AppleSupport my iphones battery drains quickly. any tips. it might just be old though,@123518 We'd be happy to help with some battery tips. Let's start with the maximizing tips found here: https://t.co/TpjqFp3jxD
@AppleSupport 11.1,@123519 DM us using the link below. We'll look into things from there. https://t.co/GDrqU2kzhr
@AppleSupport after update to 10.13.1 Lacie is down again after a night of extreme and unprovoced disk access resulting in overheating! 2/2,"@120401 When you have a moment, please send us over a DM. We're happy to work together with you on this. https://t.co/GDrqU22YpT"
@AppleSupport How can I connect an external microphone to diphone 6S to optimize the sound with video?,@123520 We'll be happy to provide you with some information on this. Reach out to us via DM and we'll continue with you there. https://t.co/GDrqU22YpT
@AppleSupport Hoe kan ik de externe microfooningang van mijn iPhone 6S blijven gebruiken voor een professionele microfoon?,@123520 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
"@AppleSupport Iphone 6S, IOS 11.0.3",@123521 Can you tell us a bit more about what's going on with your TouchID?
"@AppleSupport Won’t unlock, when I try re-add my finger I get this. Have to manually unlock https://t.co/6CnhnZWyi7","@123521 DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT"
Top 5 things I regret doing in MY LiFE is updating my IOS. Now my Touch ID doesn’t work! Tf @AppleSupport,"@123521 We want to look into what's going on with your TouchID. To start, which device and iOS version are you using?"
"@AppleSupport @115858 bitch!! Stop changing the letter “I” to that dumb ass shit. I’m sick of it, hoe!!","@123522 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT"
@AppleSupport When will fix the problem with activation (error 0xE8000013)? Or your phones are now disposable?,@123523 Let's explore this in more details. Which device is exact iOS version are you using? When are you receiving this error?
@AppleSupport Thanks a lot,"@123525 You are welcome. If you have any questions in the future, please reach back out to us."
@AppleSupport are you able to turn off the automatic brightness on this iOS update?,@123525 You most certainly can. Check out this helpful article about how to turn off auto-brightness:https://t.co/bkqEVCrK2l
"@AppleSupport iPhone 7 Plus camera doesn't focus anymore when in Photo, Square mode since upgrading to iOS 11.",@123526 We can help with this. Are you on the latest iOS 11.1? DM us your reply to continue https://t.co/GDrqU22YpT
@AppleSupport there is one from a little while back that would have most of the notes data,@123528 Restoring a backup with that data would be the only way to recover that data. You can see how here: https://t.co/OZqPAHfBRU
"@AppleSupport my iPhone 6 has deleted all my notes.  Not using email, not using cloud.  Didn't delete them.  How do I get them back?",@123528 We'd be happy to look into what's going on. Do you know if you have a recent backup from before those Notes went missing?
"@AppleSupport why is the new update savaging my battery please, 100% to 1% in the space of an hour, get ya shit together",@123668 That should not be happening. Let us help. DM us more details about this. https://t.co/GDrqU22YpT
@AppleSupport Hola/Hello! I can use the AirPods witch Bluetooth audio transmisor? Any model? This no... https://t.co/ULMExUlaoX,@123669 You'll find more info on compatibilty with your AIrPods at the following link: https://t.co/Kd8IAdG7nA
@AppleSupport Installed ios11.1 and now my phone doesn’t recognize capital I’s,"@123670 We're more than happy to take a look. DM us with more details, and we'll pick back up there. https://t.co/GDrqU22YpT"
@AppleSupport 7 Plus and most recent,@123671 Thank you. Please send us a DM and tell us the specific version number you see under Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT
Is my iPhone the only one doing this ?  @115858 @AppleSupport https://t.co/vbjmrw7IaE,@123671 We'd like to look into this with you. Can you tell us which device and OS version you're using?
@AppleSupport I phone 6s and iOS 11,@123675 Which iOS 11 version are you running? You can check by going to Settings &gt; General &gt; About &gt; Version.
@AppleSupport So I have to shut my phone down then turn it back on to get it back and it just keeps happening,"@123675 So we have a good starting place, can you tell us which device and OS version you're using?"
@AppleSupport can you help me yo you literally replying to everyone else except me 👋🏼 https://t.co/AG3KoDLJ7e,@123675 We'd be happy to see how we can help. What's going on?
"@AppleSupport the thumbnail is re-fetched every time, and if you keep going from playlist#1 to playlist#2 to playlist#1 to playlist#2 it'll always refetch https://t.co/jB31IVu5pD",@118188 Thanks for following up. Send us a DM so we can talk about this with you there. https://t.co/GDrqU22YpT
hey @AppleSupport why does @115948 keep re-fetching the thumbnail when it obviously hasn't changed? #appleQA #ChiefQA #Apple https://t.co/Ipj2L9H8CJ,@118188 Thanks for reaching out to us. We are always happy to help. Is this the only playlist that this happens with?
For those that have been wondering. @AppleSupport why are y’all punishing us for using pronouns!? https://t.co/rwpj6LqUce,@123676 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT
@AppleSupport @123678 @AppleSupport oh dear @123678 still not co-oping with iCloud in ios11.1 really really poor show. #garageband,"@123677 If you're still having troubles, be sure to follow up with our team that helps with GarageBand here:https://t.co/IBIY3vMgPj"
"@AppleSupport @115858 guys, I miss Steve. What the hell is this? https://t.co/Tv5HmkrUrb","@123679 We're here to help. To start, what device model and software version are you currently using?"
@AppleSupport My battery life is a drama for me I work and it turns to 100% yo 80% in five minutes (ios11.0.3) 😫😫😫 Help plz 😰,"@123682 There's an update to 11.1 now, let's go ahead and do that now: https://t.co/80YRnjDFDk"
"@AppleSupport Yes, I able to :)",@123683 DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT
"@AppleSupport If I open Safari, for example, a message appears which says that there is no internet connection.",@123683 Are you able to connect when using Wi-Fi? Are you able to make and take calls?
"@AppleSupport Hi! Although I have full coverage, even with LTE, on my iPhone, I can’t connect to the internet. Can you help me?",@123683 We can help you. Could you tell us what happens when you try to connect to the Internet? Do you get an error message?
@AppleSupport Thank you for letting me know.,@123684 No problem! Feel free to reach out to us here if you need help in the future.
"@AppleSupport I got refunded for an in app purchase on Monday &amp; got a conformation email, but there’s no sign of it in my account yet...","@123684 Hey there! Depending on your bank, it can take 3-5 business days to reflect in your account. We hope this helps."
@AppleSupport why is my iphone not charging? i don’t got time for this shit dawg,"@123685 It's important for your iPhone to charge reliably. To start, check out these steps: https://t.co/uqxquyfdn0"
@AppleSupport How can I go back to the previous ios version? This one sucks for real... still keeps being stuck 😫🤢,@123686 Going back to a previous iOS version is not possible. What we can do is perform steps that can help us overcome these challenges. Rest assured we'll do our best to help. Send us a Direct Mesage to continue. https://t.co/GDrqU22YpT
"@AppleSupport iPhone 7 and I updated to the newest ios but the phone started crashing and the screen freezing, also powering off",@123686 We'd like to help out with this. Join us in DM so that we can gather more details about your device. https://t.co/GDrqU22YpT
@AppleSupport what the hell is wrong with ur new update?? My phone keeps getting stuck and powering off (unresponsive). Get ur shit together,@123686 We'd love to help. Which iPhone model are you using? DM the answer below. https://t.co/GDrqU22YpT
"@AppleSupport iPhone 8, iOS 11",@123687 Thanks.  Please take look under Settings &gt; General &gt; About and let us know the exact iOS version.
@AppleSupport  https://t.co/yvu10fymce,@123687 Thank you. Please check to see if you have an update available under Settings &gt; General &gt; Software Update.
@AppleSupport WHY will my phone not stop locking itself when I’m in the middle of doing things???,@123687 We want to help get your iPhone working properly. Which exact iOS version and iPhone are you using?
"Got burned and scarred with my magsafe charger and Apple didn't give a shit, so I'm switching to Microsoft. @AppleSupport @115858 https://t.co/GivRMgiSWk",@123688 We want to look into this with you. Send us a DM letting us know more about what happened. https://t.co/GDrqU22YpT
@AppleSupport why is my alarm sound not working when on silent and volume on lock screen not working after the update??,@123689 We're here for you. Does this happen when Do Not Disturb is enabled? Do newly created alarms have the same issue?
"@AppleSupport 7 Plus, iOS 11.1","@123690 DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT"
@AppleSupport These question mark boxes are about to make me mad lol please help,@123690 We'd be happy to see how we can help. Which device and OS version are you experiencing this on?
@AppleSupport Phone was 😴 Apple Watch ⌚️ 👌. I was wearing during workout this a.m.  usually get all Twitter notifications,@123691 Thanks for clarifying this for us. Have you restarted both devices since you noticed this behavior?
@AppleSupport I will. Have not😉,@123691 Sounds good! Do you have any app updates available? Let us know if it persists once you restart.
@AppleSupport All apps up to date. Not getting notifications on ⌚️ after shutting down both. Maybe Twitter’s app needs to catch up to ⌚️,"@123691 OK, we can definitely look into this further with you. Go ahead and send us a DM and we'll take it from there. https://t.co/GDrqU22YpT"
@AppleSupport did update on 📱 n ⌚️ result? No more Twitter notifications😱 Yup mirrors my 📱 #itsalwayssomething,@123691 We want to be sure you receive notifications as you'd expect. Let us know if this helps: https://t.co/vXqj8bZGU7
"@AppleSupport Thanks for the prompt reply. Scary error, seemingly unrelated to the actual issue: I think a bit of Disk Utility love will get me there.",@123692 OK. Feel free to send us a DM if you still have questions.
new iOS 11.1 bug? @AppleSupport https://t.co/EPcqhcyxPd,@123693 We'll be happy to look into this. DM us which iPhone you're using and we'll go from there. https://t.co/GDrqU22YpT
"@AppleSupport Sorry, I don’t know what is DM? Can u please help me out.",@123694 DM is a Direct Message. Click the link here: https://t.co/GDrqU22YpT
"@AppleSupport why does the podcast app freeze up and not work, constantly?",@123696 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT
@AppleSupport please check your DMs,@123697 We've received your DM and will reply to you there shortly. https://t.co/GDrqU22YpT
hi @AppleSupport - there’s a bug with my iPhone 7 Plus! SOS - send help. 🆘📱🤕,@123697 We're here for you. Tell us what's happening with your iPhone 7 Plus.
@AppleSupport after updating to iOS 11.0.3 my home screen turns black when on a call. What’s the fix? Cust care not helping.,@123698 We're here for you. Let's take a closer look at this issue together in DM. https://t.co/GDrqU22YpT
@AppleSupport just done that 👍,"@123699 Perfect, thanks. Be sure to reach out if you need us again. Take care."
@AppleSupport suspect fraud for you to look into #fraud #crime #dontfallforit https://t.co/hbQ7PGl3bV,@123699 We can help. This looks like a phishing attempt. See how to handle and report these here: https://t.co/6Ye6EtSytB
@123701 Well if you find out how to resolve it please let me know 😩 @AppleSupport can you help us ..... no I know I’ll stick with apple haha,@123700 We've received your DM and will contiue with you from there. Keep an eye out for our response.
"Hello,i have a question but i'm not sure is that possible, we have 150 ipads and we use apple configurator 2 for install apps to devices. First we connect devices to imac then we install with app configurator, can we install apps without connect to imac ?@AppleSupport #apple",@123702 Hello! You'll want to work with our Enterprise support team on this. You can reach them through this link: https://t.co/IBIY3vMgPj
@AppleSupport Series 3 LTE,@123703 Which iPhone and iOS version are you using on the paired iPhone?
@AppleSupport 6s plus iOS 11.03,@123703 Do you notice this display issue with any other apps?
@AppleSupport Only twitter currently,@123703 Thanks. Let's start by updating both devices to see if the issues continues. This can help: https://t.co/80YRnjDFDk
@AppleSupport @TwitterSupport I thought the issue with icons not displaying correctly was a bug fix for watchOS 4.1? #AppleWatch https://t.co/r8h9zMExx7,"@123703 We'd be happy to look into this display issue with you. To start, can you tell us which Apple Watch you're using?"
"@AppleSupport Thanks for getting back to me. I have Windows 10 &amp; the latest version of iTunes, which updated this morning just before I did the sync.",@123704 Thanks for letting us know. Check out this article for troubleshooting: https://t.co/czNgyf4Rgl DM us if the issue persists. https://t.co/GDrqU22YpT
"Dear @AppleSupport I have an iPhone 7 &amp; iTunes, both genuine. So why do I always get this message when I sync? Hope you can help. Thanks. https://t.co/QgJ14liJDw","@123704 We're happy to help out with your sync issues. To get started, let us know which version of Windows and iTunes you have installed."
"@AppleSupport my iphone 6s is rendered two 2 hours. Drained battery, killed all non used apps and still two hours. #newiosblows",@123705 Let's look into what's happening together. Send us a DM telling us the country you're located in to begin. https://t.co/GDrqU22YpT
@AppleSupport Thanks for coming back to me this time but will it achieve anything?!? I’m still in the same position I was in 4 months ago!!! #frustrated,@123825 We'd like to hear more about your experience. Reach out to us in DM. https://t.co/GDrqU22YpT
Another pointless call with @115858 &amp; @AppleSupport disgusting customer service with no care for their customers!!! Who can I complain to?!😡,@123825 We'd like to hear more about your experience. Go ahead and DM us more details here: https://t.co/GDrqU22YpT
@AppleSupport You guys over charged me on iTunes @AppleSupport and I want my money back I’m really upset,@123826 We completely understand and want to help. Please reach out to our iTunes Support team directly here: https://t.co/SDIe7UiyJN
@115858 @AppleSupport that's what I get for buying #AppleWatchSeries3. And your support here tells me there is no problem with the watch! https://t.co/z5eW7C4pKv,@123827 We'd like to take a closer look at this with you. Reach out via DM with the details. https://t.co/GDrqU22YpT
"@AppleSupport OK, Thank you!
 I will contact the Japanese support center.",@123828 You're welcome.
"は。このバグ直してーーー

@AppleSupport https://t.co/h089ruD8tv",@123828  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport I made an appt at Bridgeport on the phone. Rcvd no email. Can you please check if I have an appt?,@123829 Send us a DM. We'll continue working from there. https://t.co/GDrqU22YpT
@AppleSupport Does this mean I as a musical artist have to enrol as an Apple Developer? All I want to do is set my Artist Photo on Apple Music!! xx,@123830 You don't have to sign up to be a developer. But iTunes Connect support is done through the same support.
@AppleSupport Trying to access iTunes Connect and keep getting this when I click on artists. On two different computers (both IE and Chrome) https://t.co/SLcNN0jSkW,@123830 We'd want to get you to our Developer Support for assistance: https://t.co/rSt0PtuKcC
"@AppleSupport I have, also have signed out of my iMessage account and logged back in","@123831 Alright, good to know. Let's double check the items listed under ""Set up SMS and MMS messaging"": https://t.co/jmMBILbFAw"
@AppleSupport Yes to all under the SMS relay section,"@123831 Perfect. Next up, let's try restarting your Mac in safe mode to see if the behavior persists: https://t.co/PQ4LSYhUTY"
"@AppleSupport Have to do this later then, on work machine at the moment.","@123831 No worries. We're here every day from 5am to 8pm, Pacific. Feel free to DM us once you have a chance to try that out. https://t.co/GDrqU22YpT"
@applesupport Upgraded to #macOS #HighSierra - noticed that my iMessages/SMS are coming in out of order. Appear fine on my iPhone. Thoughts?,"@123831 Let's work together to find the best solution. To clarify, have you tried quitting the Messages app and restarting?"
I go to send one text and my phone battery went from 56% to 38% ??? @AppleSupport . It has also dropped to 32% while typing this tweet.,@123832 Glad to help. Let us know what iOS is running there let's have a closer look at things.
When the update will be available?  iOS 11.1 @AppleSupport.,@123833 iOS 11.1 is available now. You can update using the steps here: https://t.co/80YRnjDFDk
@AppleSupport please fix this annoying letter “I️” (eye) bug. It autocorrects/spelling suggestion to weird characters. https://t.co/jhcjjEIW2q,@123834 Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT
@AppleSupport Using Apple mobile since 2010 &amp; currently iPhone 7 Plus.Replaced thrice but the problem still persists. Shld switch Android?,@123835 We'd like to work with you on this. Please give us a little more detail in DM. We can help from there. https://t.co/GDrqU22YpT
@123837 @123838 I’m also stuck on 10.13.1 beta (17B46a) and won’t show 10.13.1 final to show in App Store updates. @AppleSupport https://t.co/E3NWeZ45MP,"@123836 We want you to be able to update your Mac.  Please send us a DM, so we can take a closer look. https://t.co/GDrqU22YpT"
"Dear @115858 @AppleSupport, 

Updated my iPhone 6s to iOS 11, &amp; the responsiveness of the screen has decreased significantly.

What gives?",@123839 We'd love to help.  Send us over a DM with your exact iOS version and iPhone model.  We'll go from there. https://t.co/GDrqU22YpT
@AppleSupport insupportable le bug du clavier toujours pas corrigé sur iOS 11.1 ! C’est une priorité d’avoir un clavier fonctionnel non ?,@123841 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
Tengo un problema con macos high Sierra y no tengo ni idea de como solucionarlo. @AppleSupport @119459 https://t.co/ZZPzd8fZAw,@123842 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
"Can you help me update to iOS 11.1 @AppleSupport it says ""verifying update"" and then error every time I try to install it.",@123843 Hey there. We'd be happy to help. Send us a DM so we can look into the issue with you there. https://t.co/GDrqU2kzhr
@123832 @AppleSupport SAME,@123844 Let us help. DM us more details. https://t.co/GDrqU22YpT
@applesupport is it possible to modify force touch actions on my Mac? For example make force touch click open a new tab.,@123845 Hey there. We'll be happy to answer that. Check out more about Force Touch here: https://t.co/bvCxuuAG7f
@AppleSupport Where’s the update for this I️. Why does the letter l do that. Why do I️ have to use a lowercase L for a capital l?!,@123846 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
"@116333 @115858 @AppleSupport Hi, ı want to talk to you my complaint about services given by your senior advisor’s from turkey. Cheated:/",@123847 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
@AppleSupport Mmmmm any word? What is going on?,@123848 Please let us know in DM when these issues happen with your iPhone and we’ll continue there: https://t.co/GDrqU22YpT
"@115858 @AppleSupport @116333 What Is going on with the #Iphone, it is very unresponsive and has a lot of lag #iphone6SPlus and #iphone8",@123848 We'd be more than happy to look into this with you. What version of iOS are you using and are your apps up-to-date?
